data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Local Currency Long Term Issuer Default Rating,BB-,2025-08-08,Affirmed,Rating Outlook Stable,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Support Rating,WD,2022-10-20,Withdrawn,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Support Rating Floor,WD,2022-10-20,Withdrawn,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Individual Rating,WD,2012-01-25,Withdrawn,Rating Watch Off,2026-06-08
,Banco Mercantil do Brasil S.A.,https://www.fitchratings.com/entity/banco-mercantil-do-brasil-sa-80360917,National Short Term Rating,F1+(bra),2025-08-08,Upgrade,,2026-06-08
,Banco Mercantil do Brasil S.A.,https://www.fitchratings.com/entity/banco-mercantil-do-brasil-sa-80360917,National Long Term Rating,AA-(bra),2025-08-08,Upgrade,Rating Outlook Positive,2026-06-08
,Banco Mercantil do Brasil S.A.,https://www.fitchratings.com/entity/banco-mercantil-do-brasil-sa-80360917,Support Rating,WD,2009-02-19,Affirmed,,2026-06-08
,Zamp S.A.,https://www.fitchratings.com/entity/bk-brasil-operacao-e-assessoria-restaurantes-sa-96269281,National Long Term Rating,AA(bra),2025-08-08,Affirmed,Rating Outlook Stable,2026-06-08
,Intelbras S.A. Industria de Telecomunicacao Eletronica Brasileira,https://www.fitchratings.com/entity/intelbras-sa-industria-de-telecomunicacao-eletronica-brasileira-97503302,National Long Term Rating,AA-(bra),2025-08-08,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia de Locacao das Americas - LOCAMERICA,https://www.fitchratings.com/entity/companhia-de-locacao-das-americas-locamerica-89286661,National Long Term Rating,WD(bra),2025-08-07,Withdrawn,,2026-06-08
,Mateus Supermercados S.A.,https://www.fitchratings.com/entity/mateus-supermercados-sa-96026490,National Long Term Rating,AAA(bra),2025-08-07,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia de Gas de Sao Paulo - COMGAS,https://www.fitchratings.com/entity/companhia-de-gas-de-sao-paulo-comgas-91325765,National Long Term Rating,AAA(bra),2025-08-07,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia de Gas de Sao Paulo - COMGAS,https://www.fitchratings.com/entity/companhia-de-gas-de-sao-paulo-comgas-91325765,Long Term Issuer Default Rating,WD,2025-08-07,Withdrawn,,2026-06-08
,Companhia de Gas de Sao Paulo - COMGAS,https://www.fitchratings.com/entity/companhia-de-gas-de-sao-paulo-comgas-91325765,Local Currency Long Term Issuer Default Rating,WD,2025-08-07,Withdrawn,,2026-06-08
,Movida Locacao de Veiculos S.A.,https://www.fitchratings.com/entity/movida-locacao-de-veiculos-sa-97423224,National Long Term Rating,WD(bra),2025-08-06,Withdrawn,,2026-06-08
,Laboratorio Sabin de Analises Clinicas S.A.,https://www.fitchratings.com/entity/laboratorio-sabin-de-analises-clinicas-ltda-96350585,National Long Term Rating,AA-(bra),2025-08-01,Affirmed,Rating Outlook Positive,2026-06-08
,Caixa Distribuidora de Titulos e Valores Mobiliarios S.A.,https://www.fitchratings.com/entity/caixa-distribuidora-de-titulos-e-valores-mobiliarios-sa-97327792,Investment Management Quality Rating,Excellent,2025-08-01,Affirmed,Rating Outlook Stable,2026-06-08
,Mantiqueira Alimentos S.A.,https://www.fitchratings.com/entity/mantiqueira-alimentos-sa-97753425,National Long Term Rating,AA+(bra),2025-07-31,New Rating,Rating Outlook Stable,2026-06-08
,Banco GM S.A.,https://www.fitchratings.com/entity/banco-gmac-sa-90420088,National Short Term Rating,F1+(bra),2025-07-28,Affirmed,,2026-06-08
,Banco GM S.A.,https://www.fitchratings.com/entity/banco-gmac-sa-90420088,National Long Term Rating,AAA(bra),2025-07-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco GM S.A.,https://www.fitchratings.com/entity/banco-gmac-sa-90420088,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Banco de Lage Landen Brasil S.A.,https://www.fitchratings.com/entity/banco-de-lage-landen-brasil-sa-96897877,National Short Term Rating,F1+(bra),2025-07-28,Affirmed,,2026-06-08
,Banco de Lage Landen Brasil S.A.,https://www.fitchratings.com/entity/banco-de-lage-landen-brasil-sa-96897877,National Long Term Rating,AAA(bra),2025-07-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco CNH Industrial Capital S.A.,https://www.fitchratings.com/entity/banco-cnh-industrial-capital-sa-80597992,National Long Term Rating,AAA(bra),2025-07-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco CNH Industrial Capital S.A.,https://www.fitchratings.com/entity/banco-cnh-industrial-capital-sa-80597992,National Short Term Rating,F1+(bra),2025-07-28,Affirmed,,2026-06-08
,Banco CNH Industrial Capital S.A.,https://www.fitchratings.com/entity/banco-cnh-industrial-capital-sa-80597992,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,T V V - Terminal de Vila Velha S.A.,https://www.fitchratings.com/entity/t-v-v-terminal-de-vila-velha-sa-97292252,National Long Term Rating,AA+(bra),2025-07-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco John Deere S.A.,https://www.fitchratings.com/entity/banco-john-deere-sa-96800840,National Long Term Rating,AAA(bra),2025-07-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco John Deere S.A.,https://www.fitchratings.com/entity/banco-john-deere-sa-96800840,National Short Term Rating,F1+(bra),2025-07-28,Affirmed,,2026-06-08
,Companhia de Gas de Minas Gerais - Gasmig,https://www.fitchratings.com/entity/companhia-de-gas-de-minas-gerais-gasmig-96692279,National Long Term Rating,AA+(bra),2025-07-25,Affirmed,Rating Outlook Stable,2026-06-08
,QMC Telecom do Brasil Cessao de Infraestrutura S.A.,https://www.fitchratings.com/entity/qmc-telecom-do-brasil-cessao-de-infraestrutura-sa-97527625,National Long Term Rating,A(bra),2025-07-25,Publish,Rating Outlook Stable,2026-06-08
,Goldman Sachs do Brasil Banco Multiplo S.A.,https://www.fitchratings.com/entity/goldman-sachs-do-brasil-banco-multiplo-sa-96473435,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Goldman Sachs do Brasil Banco Multiplo S.A.,https://www.fitchratings.com/entity/goldman-sachs-do-brasil-banco-multiplo-sa-96473435,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Banco Sumitomo Mitsui Brasileiro S.A.,https://www.fitchratings.com/entity/banco-sumitomo-mitsui-brasileiro-sa-97252790,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Banco Sumitomo Mitsui Brasileiro S.A.,https://www.fitchratings.com/entity/banco-sumitomo-mitsui-brasileiro-sa-97252790,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Citibank S.A.,https://www.fitchratings.com/entity/banco-citibank-sa-80362437,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Citibank S.A.,https://www.fitchratings.com/entity/banco-citibank-sa-80362437,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Banco Citibank S.A.,https://www.fitchratings.com/entity/banco-citibank-sa-80362437,Support Rating,NR,2003-07-17,Withdrawn,,2026-06-08
,Bank of America Merrill Lynch Banco Multiplo S.A.,https://www.fitchratings.com/entity/bank-of-america-merrill-lynch-banco-multiplo-sa-93524890,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Bank of America Merrill Lynch Banco Multiplo S.A.,https://www.fitchratings.com/entity/bank-of-america-merrill-lynch-banco-multiplo-sa-93524890,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Novo Banco Continental S.A. - Banco Multiplo,https://www.fitchratings.com/entity/novo-banco-continental-sa-banco-multiplo-97135767,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Novo Banco Continental S.A. - Banco Multiplo,https://www.fitchratings.com/entity/novo-banco-continental-sa-banco-multiplo-97135767,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Banco Inbursa S.A.,https://www.fitchratings.com/entity/banco-inbursa-sa-96672806,National Long Term Rating,AAA(bra),2025-07-23,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Inbursa S.A.,https://www.fitchratings.com/entity/banco-inbursa-sa-96672806,National Short Term Rating,F1+(bra),2025-07-23,Affirmed,,2026-06-08
,Alares Internet Participacoes S.A.,https://www.fitchratings.com/entity/alares-internet-participacoes-s-a-97182126,National Long Term Rating,A(bra),2025-07-18,New Rating,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito do Estado de Sao Paulo - Sicoob Sao Paulo,https://www.fitchratings.com/entity/cooperativa-central-de-credito-do-estado-de-sao-paulo-sicoob-sao-paulo-97706538,National Long Term Rating,AA-(bra),2025-07-15,New Rating,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito do Estado de Sao Paulo - Sicoob Sao Paulo,https://www.fitchratings.com/entity/cooperativa-central-de-credito-do-estado-de-sao-paulo-sicoob-sao-paulo-97706538,National Short Term Rating,F1+(bra),2025-07-15,New Rating,,2026-06-08
,Cooperativa Central de Credito Rural com Interacao Solidaria - Central Cresol Sicoper,https://www.fitchratings.com/entity/cooperativa-central-de-credito-rural-com-interacao-solidaria-central-cresol-sicoper-97361361,National Long Term Rating,A-(bra),2025-07-15,Publish,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito Rural com Interacao Solidaria - Central Cresol Sicoper,https://www.fitchratings.com/entity/cooperativa-central-de-credito-rural-com-interacao-solidaria-central-cresol-sicoper-97361361,National Short Term Rating,F2(bra),2025-07-15,Publish,,2026-06-08
,RNI Negocios Imobiliarios S.A.,https://www.fitchratings.com/entity/rni-negocios-imobiliarios-sa-89317063,National Long Term Rating,A-(bra),2025-07-11,Affirmed,Rating Outlook Stable,2026-06-08
,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,https://www.fitchratings.com/entity/sociedade-beneficente-israelita-brasileira-hospital-albert-einstein-96628807,National Long Term Rating,AAA(bra),2025-07-11,Affirmed,Rating Outlook Stable,2026-06-08
,Isa Energia Brasil S.A.,https://www.fitchratings.com/entity/companhia-de-transmissao-de-energia-eletrica-paulista-sa-cteep-87797443,National Long Term Rating,AAA(bra),2025-07-10,Affirmed,Rating Outlook Stable,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,Long Term Issuer Default Rating,BB,2025-07-02,New Rating,Rating Outlook Stable,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,Short Term Issuer Default Rating,B,2025-07-02,New Rating,,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,Local Currency Short Term Issuer Default Rating,B,2025-07-02,New Rating,,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,Local Currency Long Term Issuer Default Rating,BB,2025-07-02,New Rating,Rating Outlook Stable,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,National Short Term Rating,F1+(bra),2025-07-02,New Rating,,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,National Long Term Rating,AAA(bra),2025-07-02,New Rating,Rating Outlook Stable,2026-06-08
,Estado de Mato Grosso do Sul,https://www.fitchratings.com/entity/estado-de-mato-grosso-do-sul-97706435,Standalone Credit Profile,b+,2025-07-02,New Rating,,2026-06-08
,EDP Energias do Brasil S.A.,https://www.fitchratings.com/entity/edp-energias-do-brasil-sa-94762090,National Long Term Rating,AAA(bra),2025-06-30,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito com Interacao Solidaria - Central Cresol Baser,https://www.fitchratings.com/entity/cooperativa-central-de-credito-com-interacao-solidaria-central-cresol-baser-97078781,National Short Term Rating,F1+(bra),2025-06-26,Upgrade,,2026-06-08
,Cooperativa Central de Credito com Interacao Solidaria - Central Cresol Baser,https://www.fitchratings.com/entity/cooperativa-central-de-credito-com-interacao-solidaria-central-cresol-baser-97078781,National Long Term Rating,AA-(bra),2025-06-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito Ailos,https://www.fitchratings.com/entity/cooperativa-central-de-credito-ailos-97229433,National Short Term Rating,F1(bra),2025-06-26,Affirmed,,2026-06-08
,Cooperativa Central de Credito Ailos,https://www.fitchratings.com/entity/cooperativa-central-de-credito-ailos-97229433,National Long Term Rating,A+(bra),2025-06-26,Affirmed,Rating Outlook Positive,2026-06-08
,Brazil,https://www.fitchratings.com/entity/brazil-80442191,Long Term Issuer Default Rating,BB,2025-06-25,Affirmed,Rating Outlook Stable,2026-06-08
,Brazil,https://www.fitchratings.com/entity/brazil-80442191,Short Term Issuer Default Rating,B,2025-06-25,Affirmed,,2026-06-08
,Brazil,https://www.fitchratings.com/entity/brazil-80442191,Local Currency Short Term Issuer Default Rating,B,2025-06-25,Affirmed,,2026-06-08
,Brazil,https://www.fitchratings.com/entity/brazil-80442191,Local Currency Long Term Issuer Default Rating,BB,2025-06-25,Affirmed,Rating Outlook Stable,2026-06-08
,Brazil,https://www.fitchratings.com/entity/brazil-80442191,Country Ceiling,BB+,2025-06-25,Affirmed,,2026-06-08
,TIM Brasil Servicos e Participacoes S.A.,https://www.fitchratings.com/entity/tim-brasil-servicos-e-participacoes-sa-97462270,National Long Term Rating,AAA(bra),2025-06-23,Affirmed,Rating Outlook Stable,2026-06-08
,TIM S.A.,https://www.fitchratings.com/entity/tim-sa-97088596,National Long Term Rating,AAA(bra),2025-06-23,Affirmed,Rating Outlook Stable,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Long Term Issuer Default Rating,BB,2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Short Term Issuer Default Rating,B,2025-06-18,Review - No Action,,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,National Long Term Rating,AAA(bra),2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Local Currency Long Term Issuer Default Rating,BB,2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Shareholder Support Rating,bb,2025-06-18,Review - No Action,,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,National Short Term Rating,F1+(bra),2025-06-18,Review - No Action,,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Local Currency Short Term Issuer Default Rating,B,2025-06-18,Review - No Action,,2026-06-08
,Desenvolve SP - Agencia de Fomento do Estado de Sao Paulo S.A.,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-sao-paulo-desenvolve-sp-96165830,Support Rating,WD,2022-07-28,Withdrawn,,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Long Term Issuer Default Rating,BB,2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Short Term Issuer Default Rating,B,2025-06-18,Review - No Action,,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,National Long Term Rating,AAA(bra),2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Local Currency Long Term Issuer Default Rating,BB,2025-06-18,Review - No Action,Rating Outlook Stable,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,National Short Term Rating,F1+(bra),2025-06-18,Review - No Action,,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Shareholder Support Rating,bb,2025-06-18,Review - No Action,,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Local Currency Short Term Issuer Default Rating,B,2025-06-18,Review - No Action,,2026-06-08
,Agencia de Fomento do Estado de Santa Catarina S.A. - Badesc,https://www.fitchratings.com/entity/agencia-de-fomento-do-estado-de-santa-catarina-sa-badesc-96804570,Support Rating,WD,2022-07-28,Withdrawn,,2026-06-08
,Rodobens S.A.,https://www.fitchratings.com/entity/rodobens-sa-97239694,National Long Term Rating,AA+(bra),2025-06-17,Affirmed,Rating Outlook Stable,2026-06-08
